,carat,cut,color,clarity,depth,table,x,y,z,city,price
18281,1.19,Very Good,D,VVS1,59.4,56.0,6.95,7.0,4.14,London,15767
18282,0.71,Premium,E,SI2,62.1,62.0,5.7,5.67,3.53,Antwerp,2215
18283,1.72,Good,G,SI2,62.8,59.3,7.55,7.62,4.76,Madrid,10084
18284,0.41,Ideal,D,VS1,62.6,55.0,4.75,4.77,2.98,Tel Aviv,1019
18285,1.22,Premium,G,VS2,61.1,56.0,6.94,6.85,4.21,Kimberly,8062
18286,0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23,Antwerp,2231
18287,1.0,Premium,H,IF,60.6,57.0,6.54,6.47,3.94,Surat,7235
18288,0.65,Premium,D,VS1,59.4,62.0,5.72,5.66,3.38,London,2387
18289,0.58,Ideal,F,VS1,62.4,57.0,5.36,5.32,3.33,Surat,2227
18290,1.09,Premium,H,VS2,61.4,58.0,6.64,6.58,4.06,London,5677
18291,0.64,Very Good,G,SI1,64.0,53.8,5.49,5.53,3.53,Paris,1665
18292,1.18,Very Good,G,SI1,60.8,58.0,6.81,6.85,4.15,Paris,6286
18293,0.5,Premium,F,SI1,61.7,57.0,5.09,5.06,3.13,Surat,1231
18294,0.3,Premium,I,SI1,61.9,61.0,4.29,4.27,2.65,Dubai,506
18295,0.44,Ideal,E,VS1,61.5,56.0,4.92,4.9,3.02,Surat,1155
18296,0.37,Very Good,E,SI1,60.6,54.0,4.63,4.68,2.82,Amsterdam,649
18297,0.33,Good,D,SI2,63.4,56.0,4.4,4.43,2.8,Kimberly,492
18298,0.32,Premium,G,VVS2,62.0,55.0,4.42,4.39,2.73,Dubai,936
18299,0.33,Ideal,G,IF,61.6,55.0,4.48,4.51,2.77,Amsterdam,984
18300,0.9,Ideal,E,SI1,61.1,56.0,6.21,6.23,3.8,Kimberly,4854
18301,0.9,Good,I,SI2,64.0,55.0,6.11,6.05,3.89,Surat,2503
18302,0.33,Ideal,H,VVS1,61.5,56.0,4.46,4.49,2.75,Dubai,730
18303,0.54,Premium,D,SI1,60.0,58.0,5.3,5.26,3.17,Kimberly,1667
18304,0.32,Ideal,G,VS2,61.4,57.0,4.4,4.39,2.7,London,720
18305,0.6,Premium,D,SI1,62.8,61.0,5.41,5.33,3.37,Antwerp,2106
18306,1.36,Ideal,F,VVS2,61.6,56.0,7.08,7.17,4.39,Zurich,12494
18307,0.31,Premium,I,VS1,59.2,60.0,4.4,4.45,2.62,Antwerp,489
18308,0.76,Very Good,H,SI2,59.8,58.0,5.94,5.96,3.56,New York City,2418
18309,1.03,Premium,H,VS2,62.6,56.0,6.43,6.38,4.01,Paris,5364
18310,0.33,Ideal,F,VVS1,61.7,57.0,4.47,4.44,2.75,Antwerp,1021
18311,1.22,Ideal,G,SI2,62.3,57.0,6.85,6.8,4.25,Luxembourg,5296
18312,1.0,Good,H,SI2,63.0,56.0,6.31,6.38,4.0,Kimberly,4081
18313,0.32,Ideal,E,SI2,62.7,57.0,4.37,4.34,2.73,Zurich,576
18314,1.57,Ideal,E,SI2,61.4,56.0,7.44,7.52,4.59,Antwerp,10362
18315,0.28,Ideal,G,VS2,62.1,56.0,4.19,4.23,2.61,Las Vegas,508
18316,0.31,Ideal,E,SI1,61.9,53.0,4.36,4.4,2.71,Surat,516
18317,0.32,Ideal,F,VVS1,61.0,56.0,4.42,4.43,2.7,Dubai,912
18318,1.01,Ideal,E,SI2,63.0,56.0,6.34,6.3,3.98,Luxembourg,4118
18319,1.03,Ideal,F,VS2,60.7,56.0,6.58,6.56,3.99,Surat,6662
18320,1.34,Ideal,G,VVS1,62.2,56.0,7.11,7.04,4.4,Kimberly,11640
18321,0.53,Good,I,SI1,61.3,62.0,5.14,5.17,3.16,New York City,1033
18322,0.32,Ideal,I,VS1,62.1,57.0,4.37,4.42,2.73,London,471
18323,0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,Paris,1333
18324,1.05,Ideal,F,SI1,61.3,54.0,6.58,6.61,4.04,Zurich,5842
18325,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,Paris,715
18326,0.77,Ideal,E,SI1,62.5,56.0,5.87,5.91,3.68,Amsterdam,3000
18327,0.51,Ideal,E,VS2,60.7,56.0,5.17,5.21,3.15,Antwerp,1877
18328,1.01,Ideal,F,VS2,62.5,55.0,6.38,6.41,4.0,Luxembourg,7338
18329,1.12,Ideal,G,SI1,62.0,55.0,6.65,6.68,4.13,Surat,5451
18330,0.51,Premium,E,SI1,62.5,57.0,5.09,5.06,3.17,Antwerp,1546
18331,1.01,Ideal,G,SI2,62.4,56.0,6.42,6.37,3.99,London,4242
18332,0.39,Premium,G,SI1,61.7,57.0,4.77,4.7,2.92,Zurich,854
18333,0.71,Good,F,VVS2,58.9,61.0,5.8,5.9,3.44,Las Vegas,2960
18334,0.53,Ideal,F,VS1,61.8,56.0,5.2,5.22,3.22,New York City,1812
18335,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,Zurich,597
18336,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,New York City,2898
18337,0.71,Ideal,H,SI2,62.6,56.0,5.65,5.75,3.57,Las Vegas,2376
18338,0.34,Ideal,F,VS2,62.9,55.0,4.48,4.46,2.81,Antwerp,880
18339,0.42,Very Good,F,VS2,61.7,59.0,4.75,4.82,2.95,London,884
18340,0.34,Good,G,VS2,57.5,61.0,4.66,4.6,2.66,Luxembourg,714
18341,0.4,Ideal,F,VS1,61.3,57.0,4.74,4.78,2.92,London,917
18342,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,Dubai,642
18343,1.0,Premium,F,SI2,59.9,61.0,6.46,6.42,3.86,London,4333
18344,0.3,Ideal,I,VS1,62.6,54.0,4.24,4.29,2.67,Zurich,518
18345,0.43,Premium,G,VS2,61.2,58.0,4.84,4.9,2.98,New York City,867
18346,1.05,Very Good,G,SI1,60.2,58.0,6.57,6.61,3.97,Paris,5438
18347,0.71,Ideal,J,VVS2,60.5,58.0,5.77,5.8,3.5,Las Vegas,2162
18348,0.37,Ideal,G,IF,61.4,55.0,4.63,4.66,2.85,Kimberly,1056
18349,0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,Tel Aviv,4255
18350,0.3,Premium,D,SI1,61.6,58.0,4.29,4.32,2.65,Antwerp,552
18351,0.41,Ideal,F,VVS2,61.7,57.0,4.73,4.8,2.94,Antwerp,1115
18352,0.31,Ideal,H,VVS1,62.6,53.0,4.35,4.41,2.74,London,687
18353,0.32,Ideal,I,SI1,60.5,58.0,4.43,4.49,2.7,Kimberly,450
18354,1.0,Premium,E,SI1,60.3,62.0,6.33,6.25,3.79,Zurich,5544
18355,0.41,Very Good,I,VVS1,61.9,57.0,4.78,4.82,2.97,Antwerp,863
18356,1.14,Ideal,H,SI2,62.6,57.0,6.71,6.65,4.18,Surat,4150
18357,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,New York City,2854
18358,1.26,Ideal,H,VS1,61.5,59.0,6.94,6.91,4.26,Las Vegas,7845
18359,1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,Madrid,4242
18360,0.32,Ideal,H,VS2,63.0,57.0,4.38,4.35,2.75,Dubai,648
18361,0.91,Ideal,F,SI2,61.7,56.0,6.21,6.24,3.84,Dubai,4642
18362,0.55,Premium,F,SI2,60.6,58.0,5.31,5.28,3.21,Surat,1263
18363,1.03,Very Good,H,SI2,62.8,59.0,6.4,6.43,4.03,Madrid,4283
18364,1.52,Premium,J,VVS2,58.3,62.0,7.61,7.49,4.4,Surat,8427
18365,1.5,Very Good,F,IF,63.2,58.0,7.2,7.32,4.59,Tel Aviv,18552
18366,1.0,Premium,J,VS2,60.3,58.0,6.49,6.44,3.9,Kimberly,3790
18367,1.0,Premium,E,SI2,62.9,61.0,6.3,6.23,3.94,Antwerp,3450
18368,1.08,Very Good,H,VS2,62.9,59.0,6.47,6.56,4.1,Las Vegas,5515
18369,0.34,Ideal,D,VS2,61.0,56.0,4.51,4.54,2.76,Amsterdam,967
18370,0.41,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,Luxembourg,1061
18371,2.0,Good,F,SI1,63.0,61.0,7.85,7.99,4.99,Las Vegas,18376
18372,1.01,Good,D,SI2,64.6,59.0,6.23,6.3,4.05,Zurich,4468
18373,1.02,Premium,G,SI1,62.3,59.0,6.44,6.4,4.0,Las Vegas,4718
18374,0.28,Premium,H,VVS1,59.9,62.0,4.28,4.23,2.55,Kimberly,646
18375,0.68,Premium,G,SI1,61.9,60.0,5.66,5.62,3.49,Surat,1749
18376,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,Kimberly,1428
18377,0.7,Ideal,E,VS1,62.1,55.0,5.72,5.77,3.57,Antwerp,3248
18378,0.9,Fair,F,SI1,66.0,57.0,6.06,6.0,3.98,Las Vegas,3160
18379,1.52,Ideal,I,VS1,61.4,57.0,7.42,7.38,4.54,Paris,9483
18380,1.5,Good,G,SI2,64.3,57.0,7.2,7.29,4.66,Las Vegas,8043
18381,0.33,Very Good,E,SI1,63.3,56.0,4.43,4.41,2.8,Las Vegas,743
18382,1.14,Very Good,E,SI2,60.2,58.0,6.71,6.78,4.06,Antwerp,5014
18383,1.53,Very Good,H,SI2,61.2,55.9,7.43,7.46,4.56,New York City,9391
18384,0.31,Ideal,E,VS2,61.8,55.0,4.33,4.35,2.68,Antwerp,680
18385,0.78,Ideal,E,VS2,62.0,55.0,5.95,5.89,3.67,Madrid,3276
18386,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,Kimberly,1002
18387,1.07,Very Good,E,SI2,61.6,56.0,6.54,6.6,4.05,London,4824
18388,0.32,Ideal,F,VVS2,60.4,57.0,4.46,4.47,2.7,Zurich,829
18389,2.5,Fair,F,SI2,65.8,58.0,8.38,8.31,5.49,London,17405
18390,0.21,Premium,E,SI1,59.8,61.0,3.89,3.84,2.31,Tel Aviv,326
18391,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.37,2.71,Surat,625
18392,0.42,Premium,E,SI2,58.5,60.0,4.94,4.91,2.88,Las Vegas,814
18393,0.7,Premium,H,VS1,62.3,59.0,5.71,5.66,3.54,Zurich,2293
18394,0.62,Very Good,I,VS2,60.7,57.3,5.48,5.52,3.33,Kimberly,1378
18395,0.33,Ideal,D,VVS2,60.9,57.0,4.48,4.46,2.72,Kimberly,1021
18396,0.27,Very Good,F,IF,59.4,61.0,4.23,4.26,2.52,Antwerp,567
18397,1.33,Premium,G,VS2,58.6,61.0,7.21,7.17,4.21,Madrid,9682
18398,0.4,Very Good,D,VVS2,58.3,59.0,4.88,4.9,2.85,Kimberly,1078
18399,0.54,Ideal,D,VS2,61.2,56.0,5.29,5.23,3.22,Madrid,1939
18400,1.01,Good,E,VS2,58.0,60.0,6.64,6.68,3.86,Las Vegas,6522
18401,1.01,Premium,G,SI1,62.3,59.0,6.38,6.3,3.95,Kimberly,5139
18402,0.31,Premium,E,VS1,60.2,58.0,4.38,4.43,2.65,Paris,734
18403,0.31,Premium,G,VS1,62.8,58.0,4.3,4.27,2.69,Antwerp,802
18404,0.3,Ideal,G,IF,62.4,54.0,4.31,4.34,2.7,Surat,863
18405,0.38,Ideal,D,VVS1,60.3,56.0,4.72,4.74,2.85,New York City,1867
18406,1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,Kimberly,12981
18407,0.45,Premium,G,VVS1,60.8,58.0,4.98,4.92,3.01,Dubai,1323
18408,0.3,Premium,D,SI1,62.5,59.0,4.28,4.26,2.67,London,709
18409,0.71,Ideal,E,VS1,62.3,54.0,5.69,5.73,3.56,Dubai,3212
18410,1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77,Madrid,5701
18411,0.4,Ideal,F,VVS2,61.8,55.0,4.71,4.74,2.92,Kimberly,1351
18412,0.93,Very Good,J,VS2,63.3,61.0,6.19,6.14,3.9,Las Vegas,3208
18413,1.64,Ideal,I,VS2,60.6,57.0,7.66,7.69,4.65,Tel Aviv,12199
18414,0.93,Very Good,E,SI2,60.5,57.0,6.32,6.37,3.84,Surat,4325
18415,1.39,Ideal,I,VVS2,61.6,53.0,7.21,7.22,4.44,Surat,8271
18416,0.36,Ideal,E,VS2,61.7,57.0,4.59,4.55,2.82,Antwerp,878
18417,2.01,Premium,H,VS2,61.1,61.0,8.14,8.09,4.96,Amsterdam,15908
18418,0.3,Very Good,F,SI1,61.7,59.0,4.29,4.33,2.66,Paris,500
18419,0.27,Ideal,H,VS2,61.7,56.0,4.13,4.17,2.56,Amsterdam,451
18420,0.51,Ideal,D,SI2,59.8,55.0,5.17,5.23,3.11,Antwerp,1264
18421,0.76,Ideal,F,SI2,61.1,55.0,5.9,5.94,3.62,Surat,2469
18422,1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,Paris,4348
18423,1.52,Ideal,H,SI2,59.9,55.0,7.54,7.45,4.49,Zurich,5277
18424,0.9,Very Good,G,VS2,63.5,62.0,6.07,6.11,3.87,Antwerp,4081
18425,0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,Antwerp,708
18426,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,Surat,10681
18427,1.5,Fair,H,SI2,65.5,53.0,7.14,7.11,4.67,Kimberly,7187
18428,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,Surat,5014
18429,0.34,Ideal,H,VVS1,62.2,54.0,4.48,4.53,2.8,Antwerp,740
18430,0.41,Ideal,F,IF,62.3,55.0,4.78,4.82,2.99,Kimberly,1439
18431,1.76,Ideal,I,VS1,62.0,57.0,7.74,7.71,4.79,Luxembourg,11722
18432,0.42,Ideal,I,VVS1,62.0,55.0,4.88,4.8,3.0,Kimberly,945
18433,1.52,Ideal,F,SI2,61.9,57.0,7.37,7.33,4.55,Zurich,10129
18434,2.5,Ideal,I,VS2,61.9,57.0,8.7,8.68,5.38,Luxembourg,16955
18435,0.38,Very Good,D,VS2,58.5,59.0,4.76,4.82,2.8,New York City,818
18436,0.76,Very Good,H,SI1,63.0,58.0,5.78,5.8,3.65,Antwerp,2593
18437,0.54,Premium,D,SI1,60.4,60.0,5.22,5.24,3.16,Zurich,1662
18438,1.0,Good,H,SI2,62.0,64.0,6.43,6.29,3.94,Las Vegas,3192
18439,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,Kimberly,530
18440,0.33,Premium,I,VS1,62.7,58.0,4.43,4.4,2.77,Surat,668
18441,0.31,Ideal,D,VS2,62.6,56.0,4.36,4.33,2.72,Surat,942
18442,1.22,Premium,J,VS1,61.7,59.0,6.92,6.85,4.25,New York City,5910
18443,2.19,Premium,I,SI2,60.8,60.0,8.34,8.38,5.08,Surat,15032
18444,0.41,Ideal,E,VVS2,61.1,56.0,4.8,4.85,2.95,Paris,1187
18445,0.31,Premium,H,VS1,59.7,58.0,4.43,4.41,2.64,Tel Aviv,698
18446,0.73,Very Good,F,VVS2,63.8,59.0,5.69,5.72,3.64,Amsterdam,3669
18447,0.3,Premium,D,VS2,61.0,60.0,4.33,4.29,2.63,Surat,911
18448,0.3,Good,G,VS2,63.5,55.0,4.22,4.25,2.69,Kimberly,526
18449,0.91,Premium,I,SI2,60.2,59.0,6.29,6.24,3.77,Dubai,2981
18450,1.0,Fair,D,SI2,69.3,58.0,5.96,5.87,4.1,Antwerp,2974
18451,1.29,Ideal,G,SI1,60.9,59.0,6.99,7.04,4.27,Zurich,7463
18452,1.26,Very Good,F,VS2,61.4,59.0,6.86,6.96,4.24,Kimberly,9071
18453,0.52,Very Good,G,VS2,61.9,59.0,5.12,5.16,3.18,Antwerp,1408
18454,1.51,Fair,F,I1,67.8,59.0,7.09,7.0,4.78,Kimberly,3734
18455,0.71,Very Good,J,SI1,60.7,58.0,5.78,5.81,3.52,Kimberly,1643
18456,2.51,Good,I,SI2,63.7,61.0,8.51,8.48,5.41,Luxembourg,14209
18457,0.42,Premium,D,SI1,61.1,60.0,4.83,4.79,2.94,Antwerp,1040
18458,0.34,Ideal,G,VVS1,60.5,55.0,4.53,4.56,2.75,Antwerp,844
18459,0.34,Premium,G,IF,60.5,58.0,4.47,4.52,2.72,New York City,879
18460,2.0,Premium,I,VS2,60.7,60.0,8.07,8.02,4.88,New York City,16694
18461,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75,Las Vegas,17267
18462,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05,Dubai,4696
18463,2.17,Premium,G,SI2,62.2,62.0,8.32,8.24,5.15,New York City,12321
18464,1.21,Good,H,VS1,63.3,58.0,6.72,6.77,4.27,Las Vegas,6748
18465,0.7,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,Las Vegas,3335
18466,0.72,Very Good,D,VS2,61.8,58.0,5.73,5.76,3.55,London,3075
18467,0.9,Very Good,I,VS1,62.6,58.0,6.09,6.15,3.83,Zurich,3844
18468,1.4,Premium,G,SI2,62.0,60.0,7.16,7.1,4.42,Antwerp,7357
18469,2.01,Good,I,VS2,62.4,62.0,7.91,7.99,4.96,Madrid,16304
18470,0.3,Ideal,D,VS1,61.8,57.0,4.27,4.3,2.65,Antwerp,949
18471,1.12,Ideal,G,VVS2,61.5,57.0,6.65,6.67,4.1,New York City,10305
18472,0.28,Very Good,D,VVS2,62.2,52.0,4.21,4.25,2.63,Kimberly,777
18473,2.01,Fair,I,VS2,66.3,57.0,7.79,7.74,5.15,Zurich,15729
18474,1.26,Premium,I,VS2,61.2,59.0,7.03,6.9,4.26,New York City,6350
18475,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,Zurich,1656
18476,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,Surat,828
18477,0.53,Ideal,D,SI1,62.3,56.0,5.15,5.18,3.22,Tel Aviv,1566
18478,1.01,Very Good,F,VS2,62.3,59.0,6.37,6.41,3.98,Las Vegas,6770
18479,1.02,Premium,F,SI1,58.4,59.0,6.65,6.57,3.86,London,4855
18480,0.41,Ideal,G,VS2,60.9,57.0,4.84,4.79,2.93,Kimberly,1061
18481,1.13,Premium,H,SI1,61.2,59.0,6.68,6.65,4.08,Dubai,4689
18482,1.12,Very Good,G,SI2,61.2,58.0,6.65,6.69,4.08,Luxembourg,5504
18483,0.3,Ideal,F,IF,61.3,56.0,4.33,4.35,2.66,New York City,886
18484,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,New York City,5125
18485,1.5,Premium,J,VVS2,62.8,62.0,7.25,7.22,4.54,Antwerp,7983
18486,0.87,Premium,D,VS2,59.9,59.0,6.2,6.16,3.7,New York City,3873
18487,0.5,Ideal,D,SI2,62.3,54.0,5.11,5.06,3.17,Kimberly,1250
18488,0.33,Ideal,G,SI1,61.6,56.0,4.43,4.47,2.74,Tel Aviv,506
18489,0.37,Premium,E,SI1,59.9,59.0,4.7,4.68,2.81,Paris,833
18490,0.75,Ideal,E,VS1,62.0,55.0,5.83,5.88,3.66,London,3462
18491,0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16,Amsterdam,1410
18492,0.96,Premium,I,SI2,62.7,58.0,6.24,6.2,3.9,Luxembourg,3229
18493,0.51,Good,E,VVS2,60.7,57.7,5.17,5.19,3.14,London,2523
18494,0.54,Good,D,VS1,63.2,56.0,5.21,5.23,3.3,Surat,1939
18495,1.29,Ideal,I,SI1,61.9,56.0,6.97,7.03,4.33,Tel Aviv,6372
18496,0.24,Very Good,D,VVS2,62.9,59.0,3.95,3.97,2.49,Kimberly,492
18497,0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82,Madrid,521
18498,0.41,Very Good,G,IF,60.9,59.0,4.8,4.85,2.94,Kimberly,1197
18499,0.5,Very Good,D,VS2,61.1,58.0,5.07,5.11,3.11,London,1646
18500,1.24,Very Good,I,VS2,60.0,58.0,6.98,7.03,4.2,Las Vegas,6134
18501,0.33,Premium,G,VS1,60.8,59.0,4.45,4.43,2.7,Antwerp,854
18502,0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,Surat,561
18503,0.9,Premium,F,SI2,58.9,59.0,6.31,6.26,3.7,Antwerp,3803
18504,0.71,Premium,H,SI1,62.1,58.0,5.72,5.75,3.56,New York City,2096
18505,0.53,Premium,H,IF,62.5,59.0,5.15,5.18,3.23,Surat,1957
18506,1.09,Ideal,E,VS2,62.1,57.0,6.62,6.56,4.09,Kimberly,7813
18507,1.3,Ideal,H,VS2,62.9,56.0,7.0,6.96,4.39,London,5387
18508,0.33,Premium,G,VS1,62.8,58.0,4.41,4.38,2.76,Tel Aviv,854
18509,0.27,Very Good,F,VVS1,61.8,56.0,4.17,4.19,2.58,Tel Aviv,682
18510,0.7,Very Good,E,SI2,62.8,59.0,5.64,5.69,3.56,Amsterdam,2453
18511,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,Surat,15137
18512,1.08,Ideal,G,IF,61.3,57.0,6.62,6.59,4.05,Amsterdam,9035
18513,1.23,Good,H,SI1,63.9,56.0,6.81,6.77,4.34,Luxembourg,5889
18514,1.24,Fair,F,SI2,64.9,60.0,6.7,6.63,4.32,Antwerp,4375
18515,0.4,Premium,H,SI1,62.6,58.0,4.72,4.68,2.94,Paris,855
18516,0.72,Premium,F,VS2,62.0,56.0,5.78,5.68,3.55,Kimberly,2724
18517,2.01,Very Good,J,VS2,60.8,58.0,8.08,8.16,4.94,Kimberly,12968
18518,0.5,Good,D,VS2,64.0,56.0,5.04,5.02,3.22,Antwerp,1708
18519,1.03,Ideal,E,SI2,62.5,56.0,6.48,6.45,4.04,Antwerp,4522
18520,0.3,Ideal,G,SI1,62.0,58.0,4.27,4.29,2.65,Amsterdam,477
18521,0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,Luxembourg,1188
18522,0.31,Ideal,D,SI1,62.4,56.0,4.31,4.35,2.7,Surat,571
18523,1.09,Very Good,F,SI2,63.2,58.0,6.54,6.49,4.12,Antwerp,4853
18524,1.03,Premium,F,SI2,61.6,58.0,6.46,6.43,3.97,Surat,4586
18525,1.03,Ideal,F,VVS2,62.0,56.0,6.45,6.48,4.01,Amsterdam,9245
18526,1.5,Premium,G,SI1,60.2,61.0,7.28,7.2,4.36,Kimberly,10219
18527,0.34,Good,G,VVS2,58.0,61.0,4.56,4.58,2.65,Antwerp,826
18528,0.76,Premium,E,VVS2,60.6,59.0,5.94,5.85,3.57,Amsterdam,3767
18529,0.4,Ideal,H,SI1,62.9,56.0,4.7,4.65,2.94,Dubai,855
18530,0.72,Premium,F,SI2,61.3,59.0,5.81,5.76,3.55,Surat,1676
18531,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,Dubai,1935
18532,0.46,Ideal,H,SI1,61.2,56.0,4.99,5.04,3.07,Zurich,1039
18533,0.5,Ideal,G,VVS1,62.7,57.0,5.1,5.07,3.19,Madrid,2070
18534,0.72,Ideal,G,SI2,61.8,56.0,5.72,5.76,3.55,Dubai,2501
18535,0.73,Ideal,G,SI1,62.1,54.0,5.78,5.81,3.6,Zurich,2583
18536,0.56,Ideal,E,SI1,60.9,56.0,5.32,5.35,3.25,Madrid,1580
18537,1.52,Very Good,H,VS2,59.7,55.0,7.45,7.42,4.44,New York City,11681
18538,0.28,Premium,E,VVS1,61.1,60.0,4.21,4.17,2.56,Antwerp,828
18539,1.08,Ideal,F,VS1,62.1,53.0,6.6,6.64,4.11,Luxembourg,8321
18540,0.3,Ideal,F,SI1,61.4,58.0,4.3,4.33,2.65,Las Vegas,475
18541,0.91,Ideal,I,VS2,62.2,56.0,6.22,6.18,3.86,Antwerp,3751
18542,1.18,Very Good,I,SI2,63.5,57.0,6.75,6.8,4.3,Madrid,4763
18543,0.36,Premium,I,VS2,62.7,59.0,4.58,4.54,2.86,Zurich,648
18544,0.42,Very Good,D,SI1,62.8,58.0,4.76,4.79,3.0,Las Vegas,810
18545,0.35,Ideal,E,VS2,62.5,55.0,4.52,4.5,2.82,Zurich,984
18546,0.3,Premium,E,VVS2,60.8,60.0,4.31,4.27,2.61,Zurich,1013
18547,0.41,Ideal,F,VS1,61.3,57.0,4.77,4.79,2.93,Surat,1007
18548,1.01,Premium,D,SI1,58.1,61.0,6.66,6.59,3.85,Surat,5147
18549,1.07,Premium,E,VS2,62.5,57.0,6.6,6.53,4.1,New York City,6232
18550,0.5,Premium,F,VS1,60.6,59.0,5.19,5.14,3.13,Madrid,1764
18551,1.53,Premium,J,VVS1,61.6,59.0,7.35,7.39,4.54,Zurich,9384
18552,0.3,Ideal,D,VS2,62.8,57.0,4.29,4.25,2.68,Zurich,911
18553,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,Las Vegas,446
18554,0.33,Premium,G,VS1,59.2,59.0,4.51,4.54,2.68,Luxembourg,666
18555,0.4,Premium,H,VS2,59.1,61.0,4.84,4.81,2.85,Antwerp,945
18556,2.22,Premium,I,SI1,62.7,58.0,8.33,8.28,5.21,Surat,14095
18557,0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,Tel Aviv,805
18558,0.32,Ideal,G,VVS1,62.2,53.0,4.42,4.45,2.76,Antwerp,814
18559,0.35,Premium,D,SI2,62.3,58.0,4.48,4.54,2.81,Paris,522
18560,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,Dubai,1033
18561,0.32,Ideal,G,VVS1,61.4,55.0,4.44,4.42,2.72,Kimberly,1080
18562,0.5,Premium,F,SI2,58.0,62.0,5.21,5.18,3.01,Madrid,1031
18563,0.35,Very Good,H,VS1,60.0,57.0,4.57,4.6,2.75,Tel Aviv,603
18564,0.32,Premium,D,SI1,62.3,55.0,4.42,4.38,2.74,Tel Aviv,756
18565,0.53,Good,D,SI1,63.8,56.0,5.16,5.12,3.28,Tel Aviv,1636
18566,1.02,Very Good,H,SI2,63.1,59.0,6.43,6.37,4.04,New York City,4284
18567,0.38,Ideal,E,VVS2,62.0,57.0,4.62,4.61,2.86,London,1176
18568,0.3,Ideal,G,SI1,62.0,55.0,4.28,4.3,2.66,London,545
18569,0.93,Premium,H,VS2,58.3,60.0,6.45,6.37,3.74,Antwerp,4387
18570,0.92,Premium,H,SI1,62.0,60.0,6.27,6.21,3.87,New York City,3555
18571,0.24,Ideal,G,IF,61.6,57.0,3.99,4.02,2.46,New York City,559
18572,0.31,Premium,G,SI2,60.3,59.0,4.37,4.35,2.63,Luxembourg,523
18573,0.35,Ideal,E,VS1,62.0,53.6,4.53,4.55,2.81,Surat,840
18574,1.52,Very Good,D,VS2,61.9,56.0,7.31,7.35,4.54,Kimberly,14698
18575,1.48,Ideal,E,SI2,62.1,57.0,7.35,7.28,4.54,Surat,8818
18576,0.47,Premium,G,SI1,62.7,58.0,4.97,4.99,3.12,Tel Aviv,931
18577,0.37,Premium,G,VVS2,62.2,58.0,4.56,4.6,2.85,Las Vegas,787
18578,1.2,Ideal,I,VS1,62.1,56.5,6.8,6.84,4.23,Luxembourg,6210
18579,0.55,Premium,E,VS1,59.6,60.0,5.41,5.36,3.15,Tel Aviv,2277
18580,1.7,Premium,I,VS2,62.2,58.0,7.6,7.65,4.74,Luxembourg,11781
18581,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,Surat,891
18582,2.01,Premium,I,VS2,62.6,59.0,8.04,8.01,5.02,Tel Aviv,16778
18583,0.51,Very Good,E,VVS2,61.4,59.0,5.1,5.16,3.15,Paris,2211
18584,1.01,Good,G,SI2,63.6,58.0,6.31,6.37,4.03,Antwerp,3626
18585,0.33,Ideal,G,VVS1,60.8,56.0,4.42,4.46,2.7,Dubai,868
18586,0.36,Good,F,VS1,63.9,54.0,4.52,4.5,2.88,Las Vegas,905
